name,location,address,lon,lat,tags
청담커피,도담동,세종특별자치시 세종특별자치시 보듬4로 9,127.260705775683,36.5131200741657,#카페 #세종
시도,산울동,세종특별자치시 세종특별자치시 산울7로 11,127.264711689279,36.5322427096254,#카페 #세종
공차세종아름점,아름동,세종특별자치시 세종특별자치시 보듬3로 101,127.248409067423,36.5113980758168,#카페 #세종
꼬마들렌,어진동,세종특별자치시 세종특별자치시 갈매로 353,127.262432847302,36.4956068486119,#카페 #세종
스몰굿커피세종KT&G,어진동,세종특별자치시 세종특별자치시 한누리대로 411,127.25885733607,36.5011297331556,#카페 #세종
카페더엘,부강면,세종특별자치시 세종특별자치시 부강면 부강금호로 229-5,127.364090756942,36.5080011345943,#카페 #세종
티티247,나성동,세종특별자치시 세종특별자치시 나성로 96,127.26100060885,36.487878065118,#카페 #세종
어반라운지,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안새동네2길 15,127.288657636573,36.6146778632115,#카페 #세종
화림커피호프,조치원읍,세종특별자치시 세종특별자치시 조치원읍 조치원5길 10,127.299350342006,36.6018372950675,#카페 #세종
나는커피다,대평동,세종특별자치시 세종특별자치시 대평1길 38,127.277669994297,36.4711960457526,#카페 #세종
아웃오브컴포트,나성동,세종특별자치시 세종특별자치시 한누리대로 194,127.261461561141,36.4822448198422,#카페 #세종
여울카페,장군면,세종특별자치시 세종특별자치시 장군면 장척로 400,127.20522405551,36.4968724473137,#카페 #세종
벌통,조치원읍,세종특별자치시 세종특별자치시 조치원읍 세종로 2649,127.290206609939,36.6223427766037,#카페 #세종
차이난티,나성동,세종특별자치시 세종특별자치시 나성북로 30,127.260245709996,36.4890692415853,#카페 #세종
작은카페,나성동,세종특별자치시 세종특별자치시 나성북로 9,127.257848191286,36.4896511872386,#카페 #세종
청솔다방,전의면,세종특별자치시 세종특별자치시 전의면 읍내길 2,127.204578169119,36.6794992483506,#카페 #세종
카페U769,전의면,세종특별자치시 세종특별자치시 전의면 운주산로 1612,127.161166932182,36.6887754552179,#카페 #세종
쥬씨세종금남,금남면,세종특별자치시 세종특별자치시 금남면 용포로 53,127.280520786061,36.4634574257854,#카페 #세종
24시무인카페만월경지엘플렉스점,소담동,세종특별자치시 세종특별자치시 소담1로 16,127.30109699106,36.484566493603,#카페 #세종
108커피,조치원읍,세종특별자치시 세종특별자치시 조치원읍 새내로 108,127.298411044893,36.6017134911547,#카페 #세종
할리스AK&,어진동,세종특별자치시 세종특별자치시 한누리대로 411,127.25885733607,36.5011297331556,#카페 #세종
메가엠지씨커피세종시립도서관점,고운동,세종특별자치시 세종특별자치시 세종로 1219,127.241041921585,36.5116294662991,#카페 #세종
카페한솔,한솔동,세종특별자치시 세종특별자치시 누리로 28,127.254686409358,36.474969097017,#카페 #세종
히피,금남면,세종특별자치시 세종특별자치시 금남면 용포로 94-1,127.281805601007,36.4670410171934,#카페 #세종
에이프릴커피,다정동,세종특별자치시 세종특별자치시 다정남로 130,127.255100184929,36.4922704493367,#카페 #세종
커피인,소정면,세종특별자치시 세종특별자치시 소정면 도래말길 6,127.151184286439,36.6991695428681,#카페 #세종
